numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudGI2070,GI,M10,M10B,1,17.35
EtudGI2071,GI,M10,M10B,1,12.41
EtudGI2072,GI,M10,M10B,1,9.1
EtudGI2001,GI,M11,M11A,1,7.13
EtudGI2002,GI,M11,M11A,1,14.43
EtudGI2003,GI,M11,M11A,1,4.14
EtudGI2004,GI,M11,M11A,1,15.93
EtudGI2005,GI,M11,M11A,1,15.9
EtudGI2006,GI,M11,M11A,1,12.54
EtudGI2007,GI,M11,M11A,1,0.14
EtudGI2008,GI,M11,M11A,1,19.78
EtudGI2009,GI,M11,M11A,1,1.29
EtudGI2010,GI,M11,M11A,1,7.04
EtudGI2011,GI,M11,M11A,1,13.15
EtudGI2012,GI,M11,M11A,1,0.09
EtudGI2013,GI,M11,M11A,1,18.1
EtudGI2014,GI,M11,M11A,1,14.07
EtudGI2015,GI,M11,M11A,1,2.22
EtudGI2016,GI,M11,M11A,1,6.22
EtudGI2017,GI,M11,M11A,1,3.18
EtudGI2018,GI,M11,M11A,1,8.27
EtudGI2019,GI,M11,M11A,1,4.59
EtudGI2020,GI,M11,M11A,1,15.39
EtudGI2021,GI,M11,M11A,1,11.06
EtudGI2022,GI,M11,M11A,1,1.85
EtudGI2023,GI,M11,M11A,1,8.97
EtudGI2024,GI,M11,M11A,1,17.46
EtudGI2025,GI,M11,M11A,1,11.65
EtudGI2026,GI,M11,M11A,1,6.73
EtudGI2027,GI,M11,M11A,1,6.03
EtudGI2028,GI,M11,M11A,1,1.87
EtudGI2029,GI,M11,M11A,1,2.51
EtudGI2030,GI,M11,M11A,1,16.77
EtudGI2031,GI,M11,M11A,1,10.03
EtudGI2032,GI,M11,M11A,1,15.76
EtudGI2033,GI,M11,M11A,1,0.13
EtudGI2034,GI,M11,M11A,1,12.86
EtudGI2035,GI,M11,M11A,1,14.21
EtudGI2036,GI,M11,M11A,1,13.39
EtudGI2037,GI,M11,M11A,1,14.03
EtudGI2038,GI,M11,M11A,1,8.58
EtudGI2039,GI,M11,M11A,1,2.92
EtudGI2040,GI,M11,M11A,1,16.43
EtudGI2041,GI,M11,M11A,1,7.37
EtudGI2042,GI,M11,M11A,1,5.75
EtudGI2043,GI,M11,M11A,1,0.89
EtudGI2044,GI,M11,M11A,1,2.08
EtudGI2045,GI,M11,M11A,1,12.67
EtudGI2046,GI,M11,M11A,1,7.56
EtudGI2047,GI,M11,M11A,1,11.97
EtudGI2048,GI,M11,M11A,1,18.08
EtudGI2049,GI,M11,M11A,1,18.74
EtudGI2050,GI,M11,M11A,1,8.83
EtudGI2051,GI,M11,M11A,1,0.76
EtudGI2052,GI,M11,M11A,1,4.69
EtudGI2053,GI,M11,M11A,1,11.7
EtudGI2054,GI,M11,M11A,1,10.07
EtudGI2055,GI,M11,M11A,1,16.21
EtudGI2056,GI,M11,M11A,1,7.07
EtudGI2057,GI,M11,M11A,1,19.94
EtudGI2058,GI,M11,M11A,1,11.43
EtudGI2059,GI,M11,M11A,1,8.48
EtudGI2060,GI,M11,M11A,1,6.47
EtudGI2061,GI,M11,M11A,1,10.29
EtudGI2062,GI,M11,M11A,1,6.81
EtudGI2063,GI,M11,M11A,1,3.99
EtudGI2064,GI,M11,M11A,1,4.69
EtudGI2065,GI,M11,M11A,1,14.04
EtudGI2066,GI,M11,M11A,1,4.32
EtudGI2067,GI,M11,M11A,1,7.6
EtudGI2068,GI,M11,M11A,1,7.49
EtudGI2069,GI,M11,M11A,1,9.99
EtudGI2070,GI,M11,M11A,1,11.7
EtudGI2071,GI,M11,M11A,1,8.76
EtudGI2072,GI,M11,M11A,1,5.23
EtudGI2001,GI,M11,M11B,1,5.16
EtudGI2002,GI,M11,M11B,1,9.61
EtudGI2003,GI,M11,M11B,1,17.34
EtudGI2004,GI,M11,M11B,1,11.94
EtudGI2005,GI,M11,M11B,1,7.15
EtudGI2006,GI,M11,M11B,1,9.19
EtudGI2007,GI,M11,M11B,1,15.98
EtudGI2008,GI,M11,M11B,1,8.98
EtudGI2009,GI,M11,M11B,1,6.8
EtudGI2010,GI,M11,M11B,1,18.03
EtudGI2011,GI,M11,M11B,1,15.22
EtudGI2012,GI,M11,M11B,1,1.92
EtudGI2013,GI,M11,M11B,1,14.53
EtudGI2014,GI,M11,M11B,1,8.37
EtudGI2015,GI,M11,M11B,1,3.68
EtudGI2016,GI,M11,M11B,1,5.52
EtudGI2017,GI,M11,M11B,1,11.75
EtudGI2018,GI,M11,M11B,1,19.88
EtudGI2019,GI,M11,M11B,1,12.82
EtudGI2020,GI,M11,M11B,1,3.59
EtudGI2021,GI,M11,M11B,1,13.09
EtudGI2022,GI,M11,M11B,1,13.3
EtudGI2023,GI,M11,M11B,1,11.41
EtudGI2024,GI,M11,M11B,1,9.33
EtudGI2025,GI,M11,M11B,1,1.78
EtudGI2026,GI,M11,M11B,1,9.87
EtudGI2027,GI,M11,M11B,1,10.48
EtudGI2028,GI,M11,M11B,1,5.96
EtudGI2029,GI,M11,M11B,1,15.18
EtudGI2030,GI,M11,M11B,1,10.71
EtudGI2031,GI,M11,M11B,1,0.84
EtudGI2032,GI,M11,M11B,1,12.43
EtudGI2033,GI,M11,M11B,1,19.84
EtudGI2034,GI,M11,M11B,1,0.61
EtudGI2035,GI,M11,M11B,1,12.23
EtudGI2036,GI,M11,M11B,1,10.39
EtudGI2037,GI,M11,M11B,1,14.31
EtudGI2038,GI,M11,M11B,1,18.66
EtudGI2039,GI,M11,M11B,1,19.76
EtudGI2040,GI,M11,M11B,1,16.87
EtudGI2041,GI,M11,M11B,1,15.48
EtudGI2042,GI,M11,M11B,1,14.7
EtudGI2043,GI,M11,M11B,1,6.73
EtudGI2044,GI,M11,M11B,1,12.2
EtudGI2045,GI,M11,M11B,1,3.43
EtudGI2046,GI,M11,M11B,1,12.6
EtudGI2047,GI,M11,M11B,1,6.23
EtudGI2048,GI,M11,M11B,1,3.73
EtudGI2049,GI,M11,M11B,1,4.92
EtudGI2050,GI,M11,M11B,1,1.26
EtudGI2051,GI,M11,M11B,1,12.16
EtudGI2052,GI,M11,M11B,1,5.05
EtudGI2053,GI,M11,M11B,1,3.41
EtudGI2054,GI,M11,M11B,1,9.01
EtudGI2055,GI,M11,M11B,1,14
EtudGI2056,GI,M11,M11B,1,4.48
EtudGI2057,GI,M11,M11B,1,1.25
EtudGI2058,GI,M11,M11B,1,18.9
EtudGI2059,GI,M11,M11B,1,3.48
EtudGI2060,GI,M11,M11B,1,13.43
EtudGI2061,GI,M11,M11B,1,16.84
EtudGI2062,GI,M11,M11B,1,1.08
EtudGI2063,GI,M11,M11B,1,1.92
EtudGI2064,GI,M11,M11B,1,5.77
EtudGI2065,GI,M11,M11B,1,7.41
EtudGI2066,GI,M11,M11B,1,4.55
EtudGI2067,GI,M11,M11B,1,8.91
EtudGI2068,GI,M11,M11B,1,18.7
EtudGI2069,GI,M11,M11B,1,8
EtudGI2070,GI,M11,M11B,1,5.51
EtudGI2071,GI,M11,M11B,1,10.43
EtudGI2072,GI,M11,M11B,1,19.34
EtudGI2001,GI,M12,M12A,1,4.75
EtudGI2002,GI,M12,M12A,1,4.97
EtudGI2003,GI,M12,M12A,1,19.23
EtudGI2004,GI,M12,M12A,1,10.49
EtudGI2005,GI,M12,M12A,1,9.67
EtudGI2006,GI,M12,M12A,1,15.23
EtudGI2007,GI,M12,M12A,1,6.3
EtudGI2008,GI,M12,M12A,1,4.89
EtudGI2009,GI,M12,M12A,1,13.46
EtudGI2010,GI,M12,M12A,1,6.07
EtudGI2011,GI,M12,M12A,1,18.23
EtudGI2012,GI,M12,M12A,1,6.37
EtudGI2013,GI,M12,M12A,1,9.41
EtudGI2014,GI,M12,M12A,1,18.97
EtudGI2015,GI,M12,M12A,1,13.1
EtudGI2016,GI,M12,M12A,1,5.71
EtudGI2017,GI,M12,M12A,1,7.63
EtudGI2018,GI,M12,M12A,1,14.35
EtudGI2019,GI,M12,M12A,1,15.72
EtudGI2020,GI,M12,M12A,1,0.43
EtudGI2021,GI,M12,M12A,1,13.87
EtudGI2022,GI,M12,M12A,1,5.09
EtudGI2023,GI,M12,M12A,1,19.52
EtudGI2024,GI,M12,M12A,1,4.57
EtudGI2025,GI,M12,M12A,1,17.22
EtudGI2026,GI,M12,M12A,1,3.95
EtudGI2027,GI,M12,M12A,1,5.11
EtudGI2028,GI,M12,M12A,1,3.67
EtudGI2029,GI,M12,M12A,1,8.19
EtudGI2030,GI,M12,M12A,1,14.72
EtudGI2031,GI,M12,M12A,1,10.09
EtudGI2032,GI,M12,M12A,1,10.02
EtudGI2033,GI,M12,M12A,1,2.26
EtudGI2034,GI,M12,M12A,1,3.33
EtudGI2035,GI,M12,M12A,1,17.38
EtudGI2036,GI,M12,M12A,1,8.17
EtudGI2037,GI,M12,M12A,1,19.46
EtudGI2038,GI,M12,M12A,1,7.16
EtudGI2039,GI,M12,M12A,1,13.68
EtudGI2040,GI,M12,M12A,1,2.74
EtudGI2041,GI,M12,M12A,1,0.02
EtudGI2042,GI,M12,M12A,1,16.11
EtudGI2043,GI,M12,M12A,1,19.89
EtudGI2044,GI,M12,M12A,1,0.53
EtudGI2045,GI,M12,M12A,1,18.02
EtudGI2046,GI,M12,M12A,1,8.99
EtudGI2047,GI,M12,M12A,1,13.92
EtudGI2048,GI,M12,M12A,1,5.2
EtudGI2049,GI,M12,M12A,1,5.46
EtudGI2050,GI,M12,M12A,1,12.29
EtudGI2051,GI,M12,M12A,1,14.34
EtudGI2052,GI,M12,M12A,1,10.06
EtudGI2053,GI,M12,M12A,1,8.63
EtudGI2054,GI,M12,M12A,1,17.71
EtudGI2055,GI,M12,M12A,1,12.75
EtudGI2056,GI,M12,M12A,1,8.61
EtudGI2057,GI,M12,M12A,1,6.84
EtudGI2058,GI,M12,M12A,1,7.76
EtudGI2059,GI,M12,M12A,1,1.58
EtudGI2060,GI,M12,M12A,1,2.73
EtudGI2061,GI,M12,M12A,1,14.64
EtudGI2062,GI,M12,M12A,1,0.67
EtudGI2063,GI,M12,M12A,1,3.34
EtudGI2064,GI,M12,M12A,1,16.22
EtudGI2065,GI,M12,M12A,1,4.1
EtudGI2066,GI,M12,M12A,1,13.27
EtudGI2067,GI,M12,M12A,1,2.52
EtudGI2068,GI,M12,M12A,1,2.23
EtudGI2069,GI,M12,M12A,1,2.48
EtudGI2070,GI,M12,M12A,1,10.19
EtudGI2071,GI,M12,M12A,1,11.85
EtudGI2072,GI,M12,M12A,1,3.64
EtudGI2001,GI,M12,M12B,1,5.55
EtudGI2002,GI,M12,M12B,1,16.56
EtudGI2003,GI,M12,M12B,1,14.41
EtudGI2004,GI,M12,M12B,1,16.82
EtudGI2005,GI,M12,M12B,1,11.54
EtudGI2006,GI,M12,M12B,1,7.33
EtudGI2007,GI,M12,M12B,1,8.84
EtudGI2008,GI,M12,M12B,1,13.75
EtudGI2009,GI,M12,M12B,1,10.46
EtudGI2010,GI,M12,M12B,1,6
EtudGI2011,GI,M12,M12B,1,19.41
EtudGI2012,GI,M12,M12B,1,12.23
EtudGI2013,GI,M12,M12B,1,4.74
EtudGI2014,GI,M12,M12B,1,8.19
EtudGI2015,GI,M12,M12B,1,10.7
EtudGI2016,GI,M12,M12B,1,15.91
EtudGI2017,GI,M12,M12B,1,19.11
EtudGI2018,GI,M12,M12B,1,8.2
EtudGI2019,GI,M12,M12B,1,8.65
EtudGI2020,GI,M12,M12B,1,19.15
EtudGI2021,GI,M12,M12B,1,18.97
EtudGI2022,GI,M12,M12B,1,19.13
EtudGI2023,GI,M12,M12B,1,8.96
EtudGI2024,GI,M12,M12B,1,7.94
EtudGI2025,GI,M12,M12B,1,10.25
EtudGI2026,GI,M12,M12B,1,17.36
EtudGI2027,GI,M12,M12B,1,18.95
EtudGI2028,GI,M12,M12B,1,16.99
EtudGI2029,GI,M12,M12B,1,11.46
EtudGI2030,GI,M12,M12B,1,10.17
EtudGI2031,GI,M12,M12B,1,1.02
EtudGI2032,GI,M12,M12B,1,2.49
EtudGI2033,GI,M12,M12B,1,6.33
EtudGI2034,GI,M12,M12B,1,19.91
EtudGI2035,GI,M12,M12B,1,1.74
EtudGI2036,GI,M12,M12B,1,14.85
EtudGI2037,GI,M12,M12B,1,7.84
EtudGI2038,GI,M12,M12B,1,9.69
EtudGI2039,GI,M12,M12B,1,9.94
EtudGI2040,GI,M12,M12B,1,19.25
EtudGI2041,GI,M12,M12B,1,11.14
EtudGI2042,GI,M12,M12B,1,4.52
EtudGI2043,GI,M12,M12B,1,14.13
EtudGI2044,GI,M12,M12B,1,15.37
EtudGI2045,GI,M12,M12B,1,0.92
EtudGI2046,GI,M12,M12B,1,7.34
EtudGI2047,GI,M12,M12B,1,12.57
EtudGI2048,GI,M12,M12B,1,19.25
EtudGI2049,GI,M12,M12B,1,11.48
EtudGI2050,GI,M12,M12B,1,14.39
EtudGI2051,GI,M12,M12B,1,0.65
EtudGI2052,GI,M12,M12B,1,17.25
EtudGI2053,GI,M12,M12B,1,5.38
EtudGI2054,GI,M12,M12B,1,7.57
EtudGI2055,GI,M12,M12B,1,5.69
EtudGI2056,GI,M12,M12B,1,8.26
EtudGI2057,GI,M12,M12B,1,4.79
EtudGI2058,GI,M12,M12B,1,6.68
EtudGI2059,GI,M12,M12B,1,0.68
EtudGI2060,GI,M12,M12B,1,8.46
EtudGI2061,GI,M12,M12B,1,2.8
EtudGI2062,GI,M12,M12B,1,0.97
EtudGI2063,GI,M12,M12B,1,7.77
EtudGI2064,GI,M12,M12B,1,2.44
EtudGI2065,GI,M12,M12B,1,8.13
EtudGI2066,GI,M12,M12B,1,11.92
EtudGI2067,GI,M12,M12B,1,11.62
EtudGI2068,GI,M12,M12B,1,3.59
EtudGI2069,GI,M12,M12B,1,13.94
EtudGI2070,GI,M12,M12B,1,17.3
EtudGI2071,GI,M12,M12B,1,0.61
EtudGI2072,GI,M12,M12B,1,11.45
EtudGI2001,GI,M12,M12C,1,0.14
EtudGI2002,GI,M12,M12C,1,15.58
EtudGI2003,GI,M12,M12C,1,0.55
EtudGI2004,GI,M12,M12C,1,5.89
EtudGI2005,GI,M12,M12C,1,10.84
EtudGI2006,GI,M12,M12C,1,10.53
EtudGI2007,GI,M12,M12C,1,19.39
EtudGI2008,GI,M12,M12C,1,11.62
EtudGI2009,GI,M12,M12C,1,7.65
EtudGI2010,GI,M12,M12C,1,13.04
EtudGI2011,GI,M12,M12C,1,8.22
EtudGI2012,GI,M12,M12C,1,7.73
EtudGI2013,GI,M12,M12C,1,9.76
EtudGI2014,GI,M12,M12C,1,3.66
EtudGI2015,GI,M12,M12C,1,2.24
EtudGI2016,GI,M12,M12C,1,14.93
EtudGI2017,GI,M12,M12C,1,10.93
EtudGI2018,GI,M12,M12C,1,19.82
EtudGI2019,GI,M12,M12C,1,8.52
EtudGI2020,GI,M12,M12C,1,1.27
EtudGI2021,GI,M12,M12C,1,8.12
EtudGI2022,GI,M12,M12C,1,8.97
EtudGI2023,GI,M12,M12C,1,11.37
EtudGI2024,GI,M12,M12C,1,8.43
EtudGI2025,GI,M12,M12C,1,7.76
EtudGI2026,GI,M12,M12C,1,9.5
EtudGI2027,GI,M12,M12C,1,13.64
EtudGI2028,GI,M12,M12C,1,15.44
EtudGI2029,GI,M12,M12C,1,3.24
EtudGI2030,GI,M12,M12C,1,18.24
EtudGI2031,GI,M12,M12C,1,16.34
EtudGI2032,GI,M12,M12C,1,2.98
EtudGI2033,GI,M12,M12C,1,5.36
EtudGI2034,GI,M12,M12C,1,3.09
EtudGI2035,GI,M12,M12C,1,10.6
EtudGI2036,GI,M12,M12C,1,5.07
EtudGI2037,GI,M12,M12C,1,18.98
EtudGI2038,GI,M12,M12C,1,6.37
EtudGI2039,GI,M12,M12C,1,7.35
EtudGI2040,GI,M12,M12C,1,10.4
EtudGI2041,GI,M12,M12C,1,1.44
EtudGI2042,GI,M12,M12C,1,6.04
EtudGI2043,GI,M12,M12C,1,18.54
EtudGI2044,GI,M12,M12C,1,13.11
EtudGI2045,GI,M12,M12C,1,7.39
EtudGI2046,GI,M12,M12C,1,11.9
EtudGI2047,GI,M12,M12C,1,1.31
EtudGI2048,GI,M12,M12C,1,3.44
EtudGI2049,GI,M12,M12C,1,10.71
EtudGI2050,GI,M12,M12C,1,1.32
EtudGI2051,GI,M12,M12C,1,7.61
EtudGI2052,GI,M12,M12C,1,8.09
EtudGI2053,GI,M12,M12C,1,6.93
EtudGI2054,GI,M12,M12C,1,8.44
EtudGI2055,GI,M12,M12C,1,16.69
EtudGI2056,GI,M12,M12C,1,4.64
EtudGI2057,GI,M12,M12C,1,11.8
EtudGI2058,GI,M12,M12C,1,0.53
EtudGI2059,GI,M12,M12C,1,0.09
EtudGI2060,GI,M12,M12C,1,5.48
EtudGI2061,GI,M12,M12C,1,6.17
EtudGI2062,GI,M12,M12C,1,2.02
EtudGI2063,GI,M12,M12C,1,4.59
EtudGI2064,GI,M12,M12C,1,16.82
EtudGI2065,GI,M12,M12C,1,10.86
EtudGI2066,GI,M12,M12C,1,8.98
EtudGI2067,GI,M12,M12C,1,2.54
EtudGI2068,GI,M12,M12C,1,13.63
EtudGI2069,GI,M12,M12C,1,2.5
EtudGI2070,GI,M12,M12C,1,1.1
EtudGI2071,GI,M12,M12C,1,12.87
EtudGI2072,GI,M12,M12C,1,10.44
EtudGI2001,GI,M13,M13A,1,2.94
EtudGI2002,GI,M13,M13A,1,15.06
EtudGI2003,GI,M13,M13A,1,13.46
EtudGI2004,GI,M13,M13A,1,3.17
EtudGI2005,GI,M13,M13A,1,19.14
EtudGI2006,GI,M13,M13A,1,8.53
EtudGI2007,GI,M13,M13A,1,7.88
EtudGI2008,GI,M13,M13A,1,1.26
EtudGI2009,GI,M13,M13A,1,19.59
EtudGI2010,GI,M13,M13A,1,9.44
EtudGI2011,GI,M13,M13A,1,15.25
EtudGI2012,GI,M13,M13A,1,1.77
EtudGI2013,GI,M13,M13A,1,10.26
EtudGI2014,GI,M13,M13A,1,17.48
EtudGI2015,GI,M13,M13A,1,3.81
EtudGI2016,GI,M13,M13A,1,5.65
EtudGI2017,GI,M13,M13A,1,2.65
EtudGI2018,GI,M13,M13A,1,15.64
EtudGI2019,GI,M13,M13A,1,11.78
EtudGI2020,GI,M13,M13A,1,5.68
EtudGI2021,GI,M13,M13A,1,4.4
EtudGI2022,GI,M13,M13A,1,17.24
EtudGI2023,GI,M13,M13A,1,13.88
EtudGI2024,GI,M13,M13A,1,9.99
EtudGI2025,GI,M13,M13A,1,17.52
EtudGI2026,GI,M13,M13A,1,9.56
EtudGI2027,GI,M13,M13A,1,12.8
EtudGI2028,GI,M13,M13A,1,13.78
EtudGI2029,GI,M13,M13A,1,9.15
EtudGI2030,GI,M13,M13A,1,8.71
EtudGI2031,GI,M13,M13A,1,19.19
EtudGI2032,GI,M13,M13A,1,15.91
EtudGI2033,GI,M13,M13A,1,16.89
EtudGI2034,GI,M13,M13A,1,2.99
EtudGI2035,GI,M13,M13A,1,15.42
EtudGI2036,GI,M13,M13A,1,10.54
EtudGI2037,GI,M13,M13A,1,6.14
EtudGI2038,GI,M13,M13A,1,14.62
EtudGI2039,GI,M13,M13A,1,11.51
EtudGI2040,GI,M13,M13A,1,3.57
EtudGI2041,GI,M13,M13A,1,5.69
EtudGI2042,GI,M13,M13A,1,3.57
EtudGI2043,GI,M13,M13A,1,9.25
EtudGI2044,GI,M13,M13A,1,9.94
EtudGI2045,GI,M13,M13A,1,5.26
EtudGI2046,GI,M13,M13A,1,4.75
EtudGI2047,GI,M13,M13A,1,4.2
EtudGI2048,GI,M13,M13A,1,11.51
EtudGI2049,GI,M13,M13A,1,1.81
EtudGI2050,GI,M13,M13A,1,2
EtudGI2051,GI,M13,M13A,1,16.76
EtudGI2052,GI,M13,M13A,1,4.33
EtudGI2053,GI,M13,M13A,1,18.6
EtudGI2054,GI,M13,M13A,1,2.59
EtudGI2055,GI,M13,M13A,1,1.97
EtudGI2056,GI,M13,M13A,1,3.63
EtudGI2057,GI,M13,M13A,1,13.45
EtudGI2058,GI,M13,M13A,1,16.32
EtudGI2059,GI,M13,M13A,1,13.17
EtudGI2060,GI,M13,M13A,1,18.96
EtudGI2061,GI,M13,M13A,1,1.15
EtudGI2062,GI,M13,M13A,1,16.72
EtudGI2063,GI,M13,M13A,1,14.71
EtudGI2064,GI,M13,M13A,1,1.06
EtudGI2065,GI,M13,M13A,1,3.42
EtudGI2066,GI,M13,M13A,1,2.51
EtudGI2067,GI,M13,M13A,1,11.4
EtudGI2068,GI,M13,M13A,1,16.32
EtudGI2069,GI,M13,M13A,1,3.08
EtudGI2070,GI,M13,M13A,1,7.36
EtudGI2071,GI,M13,M13A,1,12.95
EtudGI2072,GI,M13,M13A,1,0.19
EtudGI2001,GI,M13,M13B,1,3.86
EtudGI2002,GI,M13,M13B,1,0.95
EtudGI2003,GI,M13,M13B,1,6.54
EtudGI2004,GI,M13,M13B,1,2.24
EtudGI2005,GI,M13,M13B,1,10.93
EtudGI2006,GI,M13,M13B,1,16.86
EtudGI2007,GI,M13,M13B,1,13.6
EtudGI2008,GI,M13,M13B,1,16.63
EtudGI2009,GI,M13,M13B,1,0.47
EtudGI2010,GI,M13,M13B,1,8.95
EtudGI2011,GI,M13,M13B,1,11.85
EtudGI2012,GI,M13,M13B,1,0.39
EtudGI2013,GI,M13,M13B,1,19.6
EtudGI2014,GI,M13,M13B,1,0.98
EtudGI2015,GI,M13,M13B,1,13.19
EtudGI2016,GI,M13,M13B,1,9.42
EtudGI2017,GI,M13,M13B,1,4.18
EtudGI2018,GI,M13,M13B,1,11.14
EtudGI2019,GI,M13,M13B,1,3.47
EtudGI2020,GI,M13,M13B,1,1.08
EtudGI2021,GI,M13,M13B,1,15.16
EtudGI2022,GI,M13,M13B,1,17.69
EtudGI2023,GI,M13,M13B,1,12.88
EtudGI2024,GI,M13,M13B,1,9.7
EtudGI2025,GI,M13,M13B,1,10.91
EtudGI2026,GI,M13,M13B,1,1.4
EtudGI2027,GI,M13,M13B,1,4.68
EtudGI2028,GI,M13,M13B,1,15.85
EtudGI2029,GI,M13,M13B,1,19.87
EtudGI2030,GI,M13,M13B,1,19.54
EtudGI2031,GI,M13,M13B,1,4.71
EtudGI2032,GI,M13,M13B,1,3.89
EtudGI2033,GI,M13,M13B,1,14.54
EtudGI2034,GI,M13,M13B,1,12.88
EtudGI2035,GI,M13,M13B,1,2.28
EtudGI2036,GI,M13,M13B,1,0.14
EtudGI2037,GI,M13,M13B,1,14.79
EtudGI2038,GI,M13,M13B,1,16.47
EtudGI2039,GI,M13,M13B,1,11.55
EtudGI2040,GI,M13,M13B,1,2.42
EtudGI2041,GI,M13,M13B,1,7.27
EtudGI2042,GI,M13,M13B,1,15.68
EtudGI2043,GI,M13,M13B,1,17.17
EtudGI2044,GI,M13,M13B,1,3.06
EtudGI2045,GI,M13,M13B,1,13.19
EtudGI2046,GI,M13,M13B,1,6.85
EtudGI2047,GI,M13,M13B,1,14.9
EtudGI2048,GI,M13,M13B,1,2.23
EtudGI2049,GI,M13,M13B,1,12.63
EtudGI2050,GI,M13,M13B,1,6.02
EtudGI2051,GI,M13,M13B,1,9.51
EtudGI2052,GI,M13,M13B,1,5.33
EtudGI2053,GI,M13,M13B,1,8.19
EtudGI2054,GI,M13,M13B,1,16.44
EtudGI2055,GI,M13,M13B,1,3.79
EtudGI2056,GI,M13,M13B,1,3.6
EtudGI2057,GI,M13,M13B,1,11.3
EtudGI2058,GI,M13,M13B,1,15
EtudGI2059,GI,M13,M13B,1,4.49
EtudGI2060,GI,M13,M13B,1,14.42
EtudGI2061,GI,M13,M13B,1,1.95
EtudGI2062,GI,M13,M13B,1,17.26
EtudGI2063,GI,M13,M13B,1,15.87
EtudGI2064,GI,M13,M13B,1,10.06
EtudGI2065,GI,M13,M13B,1,17.28
EtudGI2066,GI,M13,M13B,1,10.44
EtudGI2067,GI,M13,M13B,1,19.26
EtudGI2068,GI,M13,M13B,1,19.29
EtudGI2069,GI,M13,M13B,1,0.53
EtudGI2070,GI,M13,M13B,1,1.12
EtudGI2071,GI,M13,M13B,1,17.46
EtudGI2072,GI,M13,M13B,1,3.9
EtudGI2001,GI,M13,M13C,1,3.46
EtudGI2002,GI,M13,M13C,1,10.84
EtudGI2003,GI,M13,M13C,1,13.43
EtudGI2004,GI,M13,M13C,1,6.34
EtudGI2005,GI,M13,M13C,1,8.37
EtudGI2006,GI,M13,M13C,1,16.75
EtudGI2007,GI,M13,M13C,1,3.12
EtudGI2008,GI,M13,M13C,1,9.27
EtudGI2009,GI,M13,M13C,1,18.82
EtudGI2010,GI,M13,M13C,1,17.22
EtudGI2011,GI,M13,M13C,1,16.51
EtudGI2012,GI,M13,M13C,1,2.66
EtudGI2013,GI,M13,M13C,1,19.54
EtudGI2014,GI,M13,M13C,1,2.96
EtudGI2015,GI,M13,M13C,1,7.37
EtudGI2016,GI,M13,M13C,1,9.68
EtudGI2017,GI,M13,M13C,1,7.44
EtudGI2018,GI,M13,M13C,1,15.5
EtudGI2019,GI,M13,M13C,1,3.59
EtudGI2020,GI,M13,M13C,1,3.21
EtudGI2021,GI,M13,M13C,1,19.05
EtudGI2022,GI,M13,M13C,1,5.8
EtudGI2023,GI,M13,M13C,1,11.05
EtudGI2024,GI,M13,M13C,1,17.6
EtudGI2025,GI,M13,M13C,1,9.14
EtudGI2026,GI,M13,M13C,1,9.58
EtudGI2027,GI,M13,M13C,1,17.79
EtudGI2028,GI,M13,M13C,1,14.48
EtudGI2029,GI,M13,M13C,1,16.8
EtudGI2030,GI,M13,M13C,1,12.73
EtudGI2031,GI,M13,M13C,1,13.45
EtudGI2032,GI,M13,M13C,1,19.97
EtudGI2033,GI,M13,M13C,1,15.22
EtudGI2034,GI,M13,M13C,1,14.06
EtudGI2035,GI,M13,M13C,1,12.25
EtudGI2036,GI,M13,M13C,1,8.67
EtudGI2037,GI,M13,M13C,1,19.13
EtudGI2038,GI,M13,M13C,1,13.1
EtudGI2039,GI,M13,M13C,1,7.29
EtudGI2040,GI,M13,M13C,1,5.35
EtudGI2041,GI,M13,M13C,1,9.34
EtudGI2042,GI,M13,M13C,1,3.88
EtudGI2043,GI,M13,M13C,1,7.88
EtudGI2044,GI,M13,M13C,1,9.71
EtudGI2045,GI,M13,M13C,1,18.81
EtudGI2046,GI,M13,M13C,1,0.99
EtudGI2047,GI,M13,M13C,1,18.25
EtudGI2048,GI,M13,M13C,1,16
EtudGI2049,GI,M13,M13C,1,2.96
EtudGI2050,GI,M13,M13C,1,8.2
EtudGI2051,GI,M13,M13C,1,13.69
EtudGI2052,GI,M13,M13C,1,5.24
EtudGI2053,GI,M13,M13C,1,12.48
EtudGI2054,GI,M13,M13C,1,13.78
EtudGI2055,GI,M13,M13C,1,13.44
EtudGI2056,GI,M13,M13C,1,1.3
EtudGI2057,GI,M13,M13C,1,17.79
EtudGI2058,GI,M13,M13C,1,5.71
EtudGI2059,GI,M13,M13C,1,15.9
EtudGI2060,GI,M13,M13C,1,17.21
EtudGI2061,GI,M13,M13C,1,16.87
EtudGI2062,GI,M13,M13C,1,7.82
EtudGI2063,GI,M13,M13C,1,3.77
EtudGI2064,GI,M13,M13C,1,17.68
EtudGI2065,GI,M13,M13C,1,13.3
EtudGI2066,GI,M13,M13C,1,9.5
EtudGI2067,GI,M13,M13C,1,9.24
EtudGI2068,GI,M13,M13C,1,7.72
EtudGI2069,GI,M13,M13C,1,9.76
EtudGI2070,GI,M13,M13C,1,11.11
EtudGI2071,GI,M13,M13C,1,4.15
EtudGI2072,GI,M13,M13C,1,4.69
EtudGI2001,GI,M14,M14A,1,6.63
EtudGI2002,GI,M14,M14A,1,1.04
EtudGI2003,GI,M14,M14A,1,19.4
